title,link,tag,desc,page
"Republicans, Democrats warn end of Title 42 will bring immigration disaster",https://www.foxnews.com/politics/republicans-democrats-warn-end-title-42-will-bring-immigration-disaster,BORDER SECURITY,Republicans and some Democrats in Congress are calling on President Biden to extend Title 42 to prevent a further immigration crisis at the U.S.-Mexico border.,https://www.foxnews.com/category/newsedge/politics
"Warnock denies he's an 'election denier,' claims voter suppression 'still an issue' in Georgia",https://www.foxnews.com/media/warnock-denies-election-denier-claims-voter-suppression-still-issue-georgia,MEDIA,Georgia Senator Raphael Warnock was asked about being called an election denier for still clinging to claims of voter suppression despite a record turnout.,https://www.foxnews.com/category/newsedge/politics
Gov. Noem terminates contract with transgender advocacy group: 'Dividing our youth with radical ideologies',https://www.foxnews.com/politics/gov-noem-terminates-contract-transgender-advocacy-group-dividing-our-youth-with-radical-ideologies,KRISTI NOEM,South Dakota's governor has ended a contract with a transgender activist group amid a controversy over an upcoming summit at a state health provider in January.,https://www.foxnews.com/category/newsedge/politics
Immigration bill to abolish per-country green card caps pulled amid bipartisan opposition,https://www.foxnews.com/politics/immigration-bill-abolish-per-country-green-card-caps-pulled-house-vote-bipartisan-opposition,IMMIGRATION,House Democratic leadership has pulled a controversial immigration bill that would have scrapped per-country green card caps amid opposition from Democrats and Republicans.,https://www.foxnews.com/category/newsedge/politics
US unseals thousands of classified JFK assassination documents,https://www.foxnews.com/politics/us-unseal-thousands-classified-jfk-assassination-documents,JOE BIDEN,"President Biden on Thursday ordered the release of 12,879 once-classified documents relating to the assassination of President John F. Kennedy.",https://www.foxnews.com/category/newsedge/politics
Trump roasted after 'major announcement' turns out to be digital trading cards,https://www.foxnews.com/politics/trump-roasted-after-major-announcement-turns-out-digital-trading-cards,DONALD TRUMP,"Former President Donald Trump raised eyebrows Thursday when a promised ""major announcement"" turned out to be a digital card collection.",https://www.foxnews.com/category/newsedge/politics
CDC removed stats on defensive gun use over pressure from gun control activists: report,https://www.foxnews.com/politics/cdc-removed-stats-defensive-gun-use-pressure-gun-control-activists-report,SECOND AMENDMENT,The CDC reportedly removed references to a CDC-commissioned study on defensive gun use from its website following an online meeting with gun control advocates.,https://www.foxnews.com/category/newsedge/politics
DC court paves the way for political dark money to get even darker,https://www.foxnews.com/politics/dc-court-paves-way-political-dark-money-even-darker,POLITICS,Dark money watchdog groups may lose a key avenue to peer into Federal Election Commission rulings on untraceable political donations thanks to a new ruling this week.,https://www.foxnews.com/category/newsedge/politics
"Dems push to 'decolonize' Puerto Rico, give territory option of statehood, independence",https://www.foxnews.com/politics/dems-push-decolonize-puerto-rico-territory-option-statehood-independence,PUERTO RICO,"House Democrats are making a late push to give Puerto Rico the option of ending its political status as a U.S. territory, with just days left before the year's end.",https://www.foxnews.com/category/newsedge/politics
President Biden watches France-Morocco World Cup semifinal with Moroccan prime minister,https://www.foxnews.com/sports/president-biden-watches-france-morocco-world-cup-semifinal-moroccan-prime-minister,THE WORLD CUP,President Biden joined Morocco Prime Minister Aziz Akhannouch and other world leaders to watch the France-Morocco World Cup semifinal Tuesday at the White House.,https://www.foxnews.com/category/newsedge/politics
"Liberal NYC mayor defends high-income earners after mass exodus, tells critics 'stop dividing our city'",https://www.foxnews.com/media/liberal-nyc-mayor-defends-high-income-earners-tells-critics-leave,MEDIA,"New York City Mayor Eric Adams defended wealthy New Yorkers as an important part of the state's recovery from the pandemic and told critics to ""leave.""",https://www.foxnews.com/category/newsedge/politics
Fox News Poll: Americans are down on the economy but hopeful for the country,https://www.foxnews.com/official-polls/fox-news-poll-americans-down-economy-hopeful-country,FOX NEWS POLL,"Eight-in-10 American voters (81%) give the economy a negative rating, with nearly half (49%) saying economic conditions are downright poor.",https://www.foxnews.com/category/newsedge/politics
Cori Bush accuses Republican lawmakers of 'White supremacy' in LGBT hearing,https://www.foxnews.com/politics/cori-bush-accuses-republican-lawmakers-white-supremacy-lgbt-hearing,CONGRESS,"Rep. Cori Bush, D-Mo., accused her Republican colleagues of spreading ""White supremacy"" in a congressional hearing on Wednesday. Rep. James Comer, R-Ky., swiped back at the Democrat.",https://www.foxnews.com/category/newsedge/politics
"Young voters turned away from Democrats in midterm elections, analysis shows",https://www.foxnews.com/politics/young-voters-turned-democrats-midterm-elections-analysis-shows,POLITICS,"Democrats saw had the weakest support among young voters since at least 2018 in this years midterm elections, with Republicans enjoying more support from the demographic.",https://www.foxnews.com/category/newsedge/politics
"House Republicans demand testimony from Biden officials, experts on COVID-19 origins, virus research in Wuhan",https://www.foxnews.com/politics/house-republicans-demand-testimony-dozens-biden-officials-covid-19-origins-virus-research-wuhan,CORONAVIRUS,"House Republicans will call 40 officials to testify regarding the origins of COVID-19 as well as U.S. funding for virus research in Wuhan, leadership announced Wednesday.",https://www.foxnews.com/category/newsedge/politics
"Colorado election results: Lauren Boebert wins re-election by 546 votes, recount confirms",https://www.foxnews.com/politics/colorado-election-results-lauren-boebert-wins-re-election-546-votes-recount-confirms,MIDTERM ELECTIONS,"Republican Rep. Lauren Boebert narrowly defeated Democrat Adam Frisch in the race for Colorado's 3rd Congressional District, a recount confirmed.",https://www.foxnews.com/category/newsedge/politics
Fallout from LA racism scandal keeps shaking City Council,https://www.foxnews.com/us/fallout-la-racism-scandal-keeps-shaking-city-council,LOS ANGELES,Public trust in the Los Angeles city government has been lost after city council members were entangled in a scandal involving racist comments.,https://www.foxnews.com/category/newsedge/politics
Retention issues? Political strategists weigh in on recent departures from the Democratic Party,https://www.foxnews.com/politics/retention-issues-political-strategists-weigh-recent-departures-democratic-party,DEMOCRATS,"Despite a great deal of success in the 2022 midterm cycle, at least three elected Democrats recently announced they were leaving the Democratic Party.",https://www.foxnews.com/category/newsedge/politics
Brother of man killed in Lockerbie bombing attack issues direct plea to Biden: 'Don't deflect this',https://www.foxnews.com/media/brother-man-killed-lockerbie-bombing-attack-issues-direct-plea-biden-dont-deflect,WORLD,"The brother of a man killed on Pan Am 103, Bert Ammerman, and former Assistant FBI Director Chris Swecker react to the Lockerbie bombing suspect being taken into U.S. custody.",https://www.foxnews.com/category/newsedge/politics
Russian state television mocks U.S. for Brittney Griner prisoner exchange,https://www.foxnews.com/sports/russia-state-television-mocks-u-s-for-brittney-griner-prisoner-exchange,WNBA,"Russian state television mocked the United States for its deal with Russia, exchanging WNBA player Brittney Griner for Russian arms dealer Viktor Bout.",https://www.foxnews.com/category/newsedge/politics
Is Joe Manchin next? Strategists say the West Virginian isn’t about to leave the Democratic Party,https://www.foxnews.com/politics/joe-manchin-next-strategists-west-virginian-isnt-leave-democratic-party,SENATE,Will West Virginia Sen. Joe Manchin follow Arizona Sen. Kyrsten Sinema and abandon the Democratic Party and toe a more independent line? Political strategists say that likelihood is as probable as the sun rising in the west.,https://www.foxnews.com/category/newsedge/politics
"Stephen A. Smith grateful Brittney Griner is free, warns Americans to ‘do your homework’ when traveling abroad",https://www.foxnews.com/sports/espns-stephen-a-smith-praises-living-in-america-after-brittney-griner-release,WNBA,WNBA player Brittney Griner is on her way back to the United States after she was released from Russian detention in a prisoner swap for a convicted Russian arms dealer.,https://www.foxnews.com/category/newsedge/politics
Who is Paul Whelan? Former US Marine left behind in Brittney Griner-Viktor Bout exchange,https://www.foxnews.com/politics/who-is-paul-whelan-former-us-marine-left-behind-brittney-griner-viktor-bout-exchange,JOE BIDEN,Paul Whelan is a former Marine and security director who was arrested in Moscow by Russian authorities on charges of espionage and sentenced to 16 years in prison.,https://www.foxnews.com/category/newsedge/politics
Are there 'more important things' than President Biden visiting the border? People in Texas weigh in.,https://www.foxnews.com/us/more-important-things-president-biden-visiting-border-people-texas-weigh,DIGITAL ORIGINALS,"People in Texas told Fox News whether they agreed or disagreed with Biden's statement that ""there are more important things going on” than the border crisis.",https://www.foxnews.com/category/newsedge/politics
"George Soros drops another $50M donation to Dem PAC, doubling midterm spending",https://www.foxnews.com/politics/george-soros-drops-50m-donation-dem-pac-doubling-midterm-spending,GEORGE SOROS,"Billionaire George Soros donated $50 million to a Democratic PAC to bolster candidates for the 2024 election cycle this week, matching his midterm spending, reports say.",https://www.foxnews.com/category/newsedge/politics
Ron DeSantis to hold 'intimate dinner' with top donors amid 2024 speculation,https://www.foxnews.com/politics/ron-desantis-hold-intimate-dinner-top-donors-2024-speculation,RON DESANTIS,"Florida Gov. Ron DeSantis will hold an ""intimate dinner"" with top donors this weekend. The invites make no mention of a 2024 presidential run, but many Republicans are pushing for it.",https://www.foxnews.com/category/newsedge/politics
US Border Patrol agent killed in high-speed chase of illegal immigrant group,https://www.foxnews.com/us/us-border-patrol-agent-killed-high-speed-chase-illegal-immigrant-group,BORDER SECURITY,"A border patrol agent was killed in a high-speed chase with a group of illegal immigrants in Texas on Wednesday. The agent leaves behind two children, but has not been identified.",https://www.foxnews.com/category/newsedge/politics
US sent billions in COVID aid to hospitals that didn’t need it: report,https://www.foxnews.com/politics/us-sent-billions-covid-aid-hospitals-didnt-need-report,HEALTH,"The U.S. government botched the rollout of COVID-19 aid to hospitals, sending billions of dollars to hospital systems that had no need for extra cash, according to report.",https://www.foxnews.com/category/newsedge/politics
Paul Pelosi emerges in public for first time since California attack,https://www.foxnews.com/politics/paul-pelosi-emerges-public-first-time-since-california-attack,NANCY PELOSI,Paul Pelosi made his first appearance in public at the Kennedy Center on Sunday since suffering an alleged assault at the hands of David DePape in his California home.,https://www.foxnews.com/category/newsedge/politics
Canada offered assisted suicide to a Paralympian veteran who wanted a wheelchair lift installed: report,https://www.foxnews.com/politics/canada-offered-assisted-suicide-paralympian-veteran-wanted-wheelchair-lift-installed-report,CANADA,A Canadian veteran and Paralympian says a government official offered to provide her with an assisted suicide kit when she asked to have a wheelchair lift installed.,https://www.foxnews.com/category/newsedge/politics
Elon Musk says 'more smoking guns' are on the way from Twitter after Hunter Biden laptop exposé,https://www.foxnews.com/politics/elon-musk-says-more-smoking-guns-way-twitter-hunter-biden-laptop-expose,TWITTER,"Billinaire Elon Musk promised ""more smoking guns"" from upcoming Twitter documents after the 'Twitter Files' revealed the company's decision to censor Hunter Biden's laptop.",https://www.foxnews.com/category/newsedge/politics
Biden's push for early South Carolina primary seen as reward for Clyburn’s loyalty,https://www.foxnews.com/politics/biden-push-early-south-carolina-primary-reward-clyburns-loyalty,JOE BIDEN,"President Biden suggested the Democratic National Committee move its first primary to South Carolina, the state he first won in 2020 that is home to a key ally.",https://www.foxnews.com/category/newsedge/politics
Mar-a-Lago probe: Federal appeals court halts special master review in setback for Trump’s legal team,https://www.foxnews.com/politics/mar-a-lago-probe-federal-appeals-court-halts-special-master-review-setback-trumps-legal-team,DONALD TRUMP,"In a setback for former President Donald Trump, the U.S. Court of Appeals for the 11th Circuit has halted an independent review of documents seized in the FBI raid of Mar-a-Lago.",https://www.foxnews.com/category/newsedge/politics
RNC blasts ‘election denier’ Hakeem Jeffries moments after he wins Democrat leadership,https://www.foxnews.com/politics/rnc-blasts-election-denier-hakeem-jeffries-moments-he-wins-democrat-leadership,CONGRESS,"The GOP branded Rep. Hakeem Jeffries, D-NY, an ""election denier"" just moments after he secured his position as Democratic Leader in the House of Representatives on Wednesday.",https://www.foxnews.com/category/newsedge/politics
DeSantis-backed school boards are already making huge changes in Florida,https://www.foxnews.com/politics/desantis-backed-school-boards-already-making-huge-changes-florida,EDUCATION,DeSantis-endorsed school board members are already firing Florida superintendents just weeks after winning their elections. Some teachers unions in the state fear a reckoning.,https://www.foxnews.com/category/newsedge/politics
Waltz touts work with Frontline Patriots PAC to recruit GOP veterans to Congress: 'fresh perspective',https://www.foxnews.com/politics/waltz-touts-work-patriot-pac-successfully-recruit-gop-veterans-congress-fresh-perspective,POLITICS,Rep. Michael Waltz of Florida hopped on the phone with Fox News Digital to talk about his and his PAC's work to get GOP veteran candidates elected in the 2022 midterm elections.,https://www.foxnews.com/category/newsedge/politics
Biden admin pledges additional $53M to bolster Ukraine’s power grid,https://www.foxnews.com/politics/biden-admin-pledges-additional-53m-bolster-ukraines-power-grid,UKRAINE,President Biden's administration will send an additional $53 million to fix Ukraine's electrical grid. Vladimir Putin has targeted Ukrainian infrastructure amid bitter winter.,https://www.foxnews.com/category/newsedge/politics
Trump finally gives an inch as top Senate Republicans rip him for dinner with 2 antisemites,https://www.foxnews.com/shows/media-buzz/trump-finally-gives-inch-top-senate-republicans-rip-him-dinner-2-antisemites,MEDIA BUZZ,"The uproar over Trump’s dinner with Kanye West and Nick Fuentes has now reached the Republican Senate leadership, along with the Jewish community.",https://www.foxnews.com/category/newsedge/politics
Why some Democrats are rooting for Trump to be the 2024 GOP nominee over DeSantis,https://www.foxnews.com/politics/democrats-rooting-trump-2024-gop-nominee-desantis,MIDTERM ELECTIONS,Multiple Democrats have come out saying they hope Donald Trump is the GOP nominee in the 2024 presidential election after the former president lost the 2020 election.,https://www.foxnews.com/category/newsedge/politics
Mike Pence says Trump must apologize for dinner with white supremacist Nick Fuentes,https://www.foxnews.com/politics/mike-pence-says-trump-must-apologize-dinner-white-supremacist-nick-fuentes,DONALD TRUMP,"Former VP Mike Pence urged former President Donald Trump to apologize for hosting white supremacist Nick Fuentes for dinner this weekend, calling it 'poor judgement.'",https://www.foxnews.com/category/newsedge/politics
Biden’s Secret Service rental vehicles burst into flames after he left Nantucket vacation,https://www.foxnews.com/politics/bidens-secret-service-rental-vehicles-burst-flames-left-nantucket-vacation,JOE BIDEN,The vehicles that President Biden's Secret Service rented for his Nantucket vacation burst into flames in a parking lot just one day after Biden left the island on Monday.,https://www.foxnews.com/category/newsedge/politics
Flow of military aid to Ukraine causes $4B backlog in Taiwan aid: Report,https://www.foxnews.com/politics/flow-military-aid-ukraine-causes-4b-backlog-taiwan-aid-report,UKRAINE,America's billions of dollars in military aid to Ukraine is cutting into plans to deliver defense equipment to Taiwan as China has threatened to take the island.,https://www.foxnews.com/category/newsedge/politics
"North Korea will build the 'world's most powerful' nuclear program, Kim Jong Un says",https://www.foxnews.com/world/north-korea-will-build-worlds-most-powerful-nuclear-program-kim-jong-un-says,NORTH KOREA,"North Korean dictator Kim Jong Un aspires to build the world's strongest nuclear force, he announced Sunday. The U.S. and Western allies have pushed to curb the program.",https://www.foxnews.com/category/newsedge/politics
Taylor Swift Ticketmaster debacle draws attention of Senate anti-trust panel,https://www.foxnews.com/politics/taylor-swift-ticketmaster-debacle-draws-attention-senate-anti-trust-panel,TAYLOR SWIFT,"Sens. Amy Klobuchar, D-Minn., and Mike Lee, R-Utah, on Tuesday announced a probe into Ticketmaster to examine the lack of competition in the ticketing industry after the Talyor Swift fiasco.",https://www.foxnews.com/category/newsedge/politics
Coalition of states push to keep Trump-era rule barring migrants to prevent spread of COVID,https://www.foxnews.com/politics/coalition-states-push-keep-trump-era-rule-barring-migrants-prevent-spread-covid,WORLD,Several conservative-leaning states are trying to prevent a Trump-era COVID rule from ending. The rule allows the U.S. to prevent migrants from crossing the border.,https://www.foxnews.com/category/newsedge/politics
Arizona county delays certification of election results in 'political statement',https://www.foxnews.com/politics/arizona-county-delays-certification-election-results-political-statement,MIDTERM ELECTIONS,"Officials in Mohave County voted on Monday to delay certification of the midterm election results in a ""political statement"" protesting Election Day issues.",https://www.foxnews.com/category/newsedge/politics
Democrats split on whether Biden's age makes him too old for White House or the 'Tom Brady’ of politics,https://www.foxnews.com/politics/democrats-split-whether-bidens-age-makes-him-too-old-white-house-tom-brady-politics,JOE BIDEN,"Many Democrats say President Biden is too old to run again in 2024, but others are defending him, as the White House insists he will seek re-election in two years.",https://www.foxnews.com/category/newsedge/politics
White House helping defeated Dems find jobs after congressional losses,https://www.foxnews.com/politics/biden-helping-defeated-dems-find-jobs-congressional-losses,CONGRESS,President Biden's administration is helping to find new jobs for Democratic lawmakers and staffers who lost their midterm elections and gave Republicans control of the House.,https://www.foxnews.com/category/newsedge/politics
Michigan Gov. Gretchen Whitmer says she will not run for president in 2024,https://www.foxnews.com/politics/michigan-gov-gretchen-whitmer-says-she-will-not-run-president-2024,MICHIGAN,"Amid rumors she may run in 2024, Michigan Democratic Gov. Gretchen Whitmer clarified Friday that she has no intention of running for president in 2024.",https://www.foxnews.com/category/newsedge/politics
2024 POLL: Most Dem and GOP voters think they have a better chance at presidency without Biden or Trump,https://www.foxnews.com/politics/2024-poll-dem-gop-voters-party-best-chance-presidency-trump-biden,MIDTERM ELECTIONS,A new Marist Poll survey found most Republican and Democratic voters think their party has the best chance at victory in 2024 if Biden and Trump aren't the parties' nominees.,https://www.foxnews.com/category/newsedge/politics
"Pence takes aim at Biden over America's economic woes, says southern border 'is not secure'",https://www.foxnews.com/politics/pence-takes-aim-biden-americas-economic-woes-says-southern-border-secure,MIKE PENCE,"Former Vice President Mike Pence told Fox News Digital this week the Biden administration's efforts in the White House are ""intent on weakening America at home and abroad.""",https://www.foxnews.com/category/newsedge/politics
3 House Republicans say they won't support McCarthy for speaker,https://www.foxnews.com/politics/3-house-republicans-say-they-wont-support-mccarthy-speaker,HOUSE OF REPRESENTATIVES,"No-compromise conservatives in the House Freedom Caucus say they won't support Republican leader Rep. Kevin McCarthy, R-Calif, for House speaker in January.",https://www.foxnews.com/category/newsedge/politics
Colorado election results: Boebert opponent Frisch concedes race ahead of likely recount,https://www.foxnews.com/politics/colorado-election-results-boebert-race-likely-heading-recount,MIDTERM ELECTIONS,"Conservative Rep. Lauren Boebert, R-Colo., leads her Democratic challenger Adam Frisch by just 551 votes, within the margin for an automatic recount.",https://www.foxnews.com/category/newsedge/politics
Youngkin pushes back on Democrat claims of ditching Martin Luther King Jr. in education standards,https://www.foxnews.com/politics/youngkin-pushes-back-democrat-claims-ditching-martin-luther-king-jr-education-standards,POLITICS,"Virginia Governor Glenn Youngkin's office pushed back on Democrat claims that the state's draft revised education standards would ban teaching students about Martin Luther King, Jr.",https://www.foxnews.com/category/newsedge/politics
Hunters fear 'end of firearm sales' until Oregon creates gun permit system,https://www.foxnews.com/politics/hunters-fear-end-firearm-sales-oregon-creates-gun-permit-system,DIGITAL ORIGINALS,One of the nation's strictest gun control measures takes effect next month in Oregon. Hunters and other gun groups fear it will force all firearm sales to pause.,https://www.foxnews.com/category/newsedge/politics
"GOP veteran congressmen demand DOD, State Dept. respond to Iran attacks on US interests in Iraq",https://www.foxnews.com/politics/gop-veteran-congressmen-demand-dod-state-dept-respond-iran-attacks-us-interests-iraq,POLITICS,Two veteran GOP congressmen sent a letter to secretaries Lloyd Austin and Antony Blinken demanding they respond to the recent Iranian attacks on U.S. interests in Iraq.,https://www.foxnews.com/category/newsedge/politics
"West Virginia AG Morrisey 'seriously evaluating' 2024 Senate run, posing threat to Manchin",https://www.foxnews.com/politics/west-virginia-ag-morrisey-seriously-evaluating-2024-senate-run-posing-threat-manchin,WEST VIRGINIA,West Virginia Attorney General Patrick Morrisey told Fox News Digital he is “seriously evaluating” a gubernatorial run or launching a second bid for the Senate in 2024.,https://www.foxnews.com/category/newsedge/politics
Arizona voters reject measure to tighten mail-in voting requirements,https://www.foxnews.com/politics/arizona-voters-reject-measure-tighten-mail-in-voting-requirements,VOTING,Arizona voters have decided against adding additional voter ID requirements to mail-in ballots and rejected mandatory photo ID for in-person voting.,https://www.foxnews.com/category/newsedge/politics
"Pelosi ignores Trump in leadership farewell speech, mentioning Bush, Obama, Biden",https://www.foxnews.com/politics/pelosi-ignores-trump-in-leadership-farewell-speech-mentioning-bush-obama-biden,NANCY PELOSI,"House Speaker Nancy Pelosi ignored former President Donald Trump during her farewell speech to Congress, leaving him off the list of former presidents she had served alongside.",https://www.foxnews.com/category/newsedge/politics
Georgia rep accuses GOP groups of using lopsided Walker fundraising tactics to 'capture data and donors',https://www.foxnews.com/politics/georgia-rep-accuses-gop-groups-using-lopsided-walker-fundraising-tactics-capture-data-donors,POLITICS,Georgia GOP Rep. Austin Scott told Fox News Digital that people who want to see the Peach State's Senate seat go red should donate directly to Herschel Walker's campaign.,https://www.foxnews.com/category/newsedge/politics
Multiple CBP agents wounded in shootout with suspected smugglers off Puerto Rican coast,https://www.foxnews.com/us/multiple-us-border-agents-shot-boarding-smuggling-vessel-puerto-rican-coast,BORDER SECURITY,Multiple U.S. border agents have been shot in an anti-smuggling operation in Puerto Rico on Thursday. The three agents have been airlifted to hospitals.,https://www.foxnews.com/category/newsedge/politics
Philadelphia DA Larry Krasner impeached by Pennsylvania lawmakers in GOP-led effort: 'Crisis of crime',https://www.foxnews.com/us/philadelphia-da-larry-krasner-impeached-pennsylvania-lawmakers-gop-effort-crises-crime,CRIME,"Pennsylvania lawmakers voted Wednesday to impeach Philadelphia District Attorney Larry Krasner, largely along party lines.",https://www.foxnews.com/category/newsedge/politics
DeSantis responds to question about 'GOP civil war': 'People just need to chill out',https://www.foxnews.com/politics/desantis-responds-to-question-about-gop-civil-war-people-just-need-to-chill-out,PRESIDENTIAL PRIMARIES,"Florida Gov. Ron DeSantis declined to participate in Republican infighting after Tuesday's midterm election, keeping the focus on the runoff in Georgia.",https://www.foxnews.com/category/newsedge/politics
Defeated Rep. Madison Cawthorn picks up new million-dollar home in Florida,https://www.foxnews.com/politics/defeated-rep-madison-cawthorn-picks-new-million-dollar-home-florida,POLITICS,Defeated Rep. Madison Cawthorn has purchased a new $1.1 million home in Florida. He was spotted attending Donald Trump's 2024 announcement speech in Mar-a-Lago.,https://www.foxnews.com/category/newsedge/politics
"China has stolen more US data than all other nations combined, FBI chief says",https://www.foxnews.com/politics/china-stolen-more-us-data-all-nations-combined-fbi-chief-says,CHINA,"China has stolen more data from Americans than all other countries combined, FBI director Christopher Wray testified Tuesday. China's TikTok is a big security threat, he said.",https://www.foxnews.com/category/newsedge/politics
Trump impeachment manager Cicilline rallies Democrats to ban former president from public office,https://www.foxnews.com/politics/trump-impeachment-manager-cicilline-rallies-democrats-ban-former-president-public-office,DONALD TRUMP,Rep. David Cicilline of Rhode Island has put forward legislation that would bar former President Donald Trump from holding public office.,https://www.foxnews.com/category/newsedge/politics
US and China are already at ‘war’ despite what Biden believes: Japanese commentator,https://www.foxnews.com/world/us-china-already-war-despite-biden-believes-japanese-commentator,DIGITAL ORIGINALS,"President Biden's recent claim that China does not seek an ""imminent"" invasion of Taiwan was unconvincing, Japanese commentator Yoko Ishii told Fox News.",https://www.foxnews.com/category/newsedge/politics
FBI vows not to use Pegasus spyware after grilling from Capitol Hill,https://www.foxnews.com/politics/fbi-vows-not-use-pegasus-spyware-grilling-capitol-hill,POLITICS,"The FBI has vowed it will not use Pegasus spyware in its operations, a source told Fox News, months after Director Christopher Wray made a similar assertion.",https://www.foxnews.com/category/newsedge/politics
Texas Sen. Ted Cruz to introduce motion to delay GOP leadership elections,https://www.foxnews.com/politics/texas-sen-ted-cruz-introduce-motion-delay-gop-leadership-elections,SENATE,"Sen. Ted Cruz, R-Texas, said Tuesday evening he will introduce a motion to delay the contested Senate GOP leadership elections until after the Georgia runoff.",https://www.foxnews.com/category/newsedge/politics
Utah Sen. Mike Lee warns religious liberty protections in same-sex marriage bill are 'severely anemic',https://www.foxnews.com/politics/utah-sen-mike-lee-warns-religious-liberty-protections-same-sex-marriage-bill-severely-anemic,SENATE,"Ahead of a Senate vote, Utah Republican Senator Mike Lee says the religious liberty protections in the Respect for Marriage Act are ""severely anemic.""",https://www.foxnews.com/category/newsedge/politics
Ivanka Trump says she loves her father but does ‘not plan to be involved in politics’,https://www.foxnews.com/politics/ivanka-trump-says-she-loves-her-father-does-not-plan-involved-politics,DONALD TRUMP,"Ivanka Trump and her family, including husband Jared Kushner, do not plan to continue to be ""involved in politics,"" she told Fox News Digital, despite her father's announcement.",https://www.foxnews.com/category/newsedge/politics
Billions funneled to green agenda one year after Biden signed infrastructure law,https://www.foxnews.com/politics/billions-funneled-to-green-agenda-one-year-after-biden-signed-infrastructure-law,SPENDING,"One year after President Biden signed the $1.2 trillion infrastructure bill into law, billions have been spent on a wide range of green projects around the country.",https://www.foxnews.com/category/newsedge/politics
Liberal dark money network hauled in more than $1.5B in anonymous donations for left-wing causes in 2021,https://www.foxnews.com/politics/liberal-dark-money-network-hauled-1-5b-anonymous-donations-left-wing-causes-2021,POLITICS,"A massive dark money nonprofit network managed by the Arabella Advisors consulting firm hauled in more than $1.5 billion for liberal causes in 2021, tax forms show.",https://www.foxnews.com/category/newsedge/politics
RNC chair Ronna McDaniel to seek fourth term steering national committee,https://www.foxnews.com/politics/rnc-chair-ronna-mcdaniel-seek-fourth-term-steering-national-committee,REPUBLICANS,Republican National Committee chairwoman Ronna McDaniel has told RNC members she will run for a fourth term as Republicans deal with disappointing election results.,https://www.foxnews.com/category/newsedge/politics
"CBP reports all-time record 230,000 migrant encounters at US border in October",https://www.foxnews.com/politics/cbp-reports-all-time-record-230000-migrant-encounters-us-border-october,BORDER SECURITY,"The U.S. saw a record 230,000 border encounters in October alone. Customs and Border Protection say at least 64,000 migrants crossed the border without being apprehended.",https://www.foxnews.com/category/newsedge/politics
Biden urges Pelosi to stick around after Republicans secure House,https://www.foxnews.com/politics/biden-urges-pelosi-stick-around-republicans-secure-house,NANCY PELOSI,President Biden is urging Speaker Nancy Pelosi to stay in office another two years after Republicans appear poised to take the House. Pelosi is mulling retirement.,https://www.foxnews.com/category/newsedge/politics
"GOP Rep. Michelle Steel wins re-election in California, with Republicans on cusp of House majority",https://www.foxnews.com/politics/gop-rep-michelle-steel-wins-re-election-california-republicans-cusp-house-majority,MIDTERM ELECTIONS,"Republican Rep. Michelle Steel has won re-election in California's 45th Congressional District, solidifying GOP chances of winning a House majority.",https://www.foxnews.com/category/newsedge/politics
Congressional Republicans call on Mayorkas to resign after CBP head quits: Chris Magnus is 'scapegoat',https://www.foxnews.com/politics/house-republicans-call-mayorkas-hit-road-after-cbp-head-resigns-chris-magnus-scapegoat,POLITICS,Republican lawmakers torched now-former Customs and Border Patrol (CBP) Commissioner Chris Magnus following his Saturday resignation after being told to quit or be fired.,https://www.foxnews.com/category/newsedge/politics
Mike Pence says Trump 'endangered me and my family' with 'reckless' words on January 6,https://www.foxnews.com/politics/mike-pence-says-trump-endangered-me-my-family-reckless-words-january-6,DONALD TRUMP,"Former Vice President Mike Pence lashed out at Donald Trump on Monday, saying the former president endangered him and everyone at the Capitol with his words on January 6.",https://www.foxnews.com/category/newsedge/politics
Gettysburg College postpones event for people tired of 'White cis men',https://www.foxnews.com/politics/gettysburg-college-postpones-painting-event-people-tired-white-cis-men,POLITICS,"Gettysburg College postponed an event hosted by its Gender Sexuality and Resource Center for people who are ""Tired of white cis men"" after a campus ad for it was published online.",https://www.foxnews.com/category/newsedge/politics
Biden vows to avoid China conflict as Japan ramps up accusations against Xi Jinping,https://www.foxnews.com/politics/biden-vows-avoid-china-conflict-japan-ramps-up-accusations-xi-jinping,POLITICS,"President Joe Biden promised to avoid conflict with the Chinese government on Sunday, even as US ally Japan accused Xi Jinping of infringing on Japan's sovereignty.",https://www.foxnews.com/category/newsedge/politics
"Rep. Jim Banks holds off endorsing Trump 2024, says Republicans need to 'unpack' disappointing midterms",https://www.foxnews.com/politics/rep-jim-banks-holds-endorsing-trump-2024-says-republicans-need-unpack-disappointing-midterms,MIDTERM ELECTIONS,"Rep. Jim Banks held off on endorsing former President Donald Trump for 2024, saying he was focusing on ""picking up the pieces"" after the GOP's disappointing midterm performance.",https://www.foxnews.com/category/newsedge/politics
Trump’s midterm failure reignites plans for pro-DeSantis presidential PAC: ‘Ron vs. the Don’,https://www.foxnews.com/politics/trumps-midterm-failure-reignites-plans-pro-desantis-presidential-pac-ron-vs-don,MIDTERM ELECTIONS,GOP strategist John Thomas is pushing for a super PAC to boost a presidential run from Gov. Ron DeSantis to oust Donald Trump as leader of the Republican Party.,https://www.foxnews.com/category/newsedge/politics
